full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,abbreviation,dept_code
593,42943935,3538293,2016,Actual,Full Year,Parks and Recreation,2016-06-30,Department of Parks and Recreation,Parks & Recreation,16
720,45386251,2221185,2017,Adopted Budget,Full Year,Parks and Recreation,2017-06-30,Department of Parks and Recreation,Parks & Recreation,16
645,44960006,3421185,2017,Target Budget,Full Year,Parks and Recreation,2017-06-30,Department of Parks and Recreation,Parks & Recreation,16
611,44960006,3530000,2017,Current Projection,Full Year,Parks and Recreation,2017-06-30,Department of Parks and Recreation,Parks & Recreation,16
7095,572218053,48719045,2014,Actual,Full Year,Police,2014-06-30,Police Department,Police,11
7061,598373325,53258363,2015,Actual,Full Year,Police,2015-06-30,Police Department,Police,11
6942,626772728,63967116,2016,Actual,Full Year,Police,2016-06-30,Police Department,Police,11
7371,629443111,53657408,2017,Adopted Budget,Full Year,Police,2017-06-30,Police Department,Police,11
7371,629787182,66157408,2017,Target Budget,Full Year,Police,2017-06-30,Police Department,Police,11
7007,629787182,66385000,2017,Current Projection,Full Year,Police,2017-06-30,Police Department,Police,11
2268,133217293,31203650,2014,Actual,Full Year,Prisons,2014-06-30,Philadelphia Prison System,Prisons,23
2286,137498897,30387059,2015,Actual,Full Year,Prisons,2015-06-30,Philadelphia Prison System,Prisons,23
2289,141068023,29578749,2016,Actual,Full Year,Prisons,2016-06-30,Philadelphia Prison System,Prisons,23
2325,147301168,31100000,2017,Adopted Budget,Full Year,Prisons,2017-06-30,Philadelphia Prison System,Prisons,23
2325,148977693,31100000,2017,Target Budget,Full Year,Prisons,2017-06-30,Philadelphia Prison System,Prisons,23
2256,148977693,31200000,2017,Current Projection,Full Year,Prisons,2017-06-30,Philadelphia Prison System,Prisons,23
47,2167029,2211,2014,Actual,Full Year,Procurement,2014-06-30,Procurement Department,Procurement,38
44,2333610,9253,2015,Actual,Full Year,Procurement,2015-06-30,Procurement Department,Procurement,38
42,2278649,28309,2016,Actual,Full Year,Procurement,2016-06-30,Procurement Department,Procurement,38
51,2504399,5000,2017,Adopted Budget,Full Year,Procurement,2017-06-30,Procurement Department,Procurement,38
51,2545007,28000,2017,Target Budget,Full Year,Procurement,2017-06-30,Procurement Department,Procurement,38
47,2545007,29000,2017,Current Projection,Full Year,Procurement,2017-06-30,Procurement Department,Procurement,38
659,43438285,2723685,2014,Actual,Full Year,Public Health,2014-06-30,Department of Public Health,Public Health,14
653,48078457,2210849,2015,Actual,Full Year,Public Health,2015-06-30,Department of Public Health,Public Health,14
653,49832624,2443424,2016,Actual,Full Year,Public Health,2016-06-30,Department of Public Health,Public Health,14
773,50960468,1696929,2017,Adopted Budget,Full Year,Public Health,2017-06-30,Department of Public Health,Public Health,14
738,50453821,2196929,2017,Target Budget,Full Year,Public Health,2017-06-30,Department of Public Health,Public Health,14
695,50453821,2266000,2017,Current Projection,Full Year,Public Health,2017-06-30,Department of Public Health,Public Health,14
133,7603734,914498,2014,Actual,Full Year,Public Property,2014-06-30,Department of Public Property,Public Property,20
137,8217003,790708,2015,Actual,Full Year,Public Property,2015-06-30,Department of Public Property,Public Property,20
135,8347891,914639,2016,Actual,Full Year,Public Property,2016-06-30,Department of Public Property,Public Property,20
159,8318847,650643,2017,Adopted Budget,Full Year,Public Property,2017-06-30,Department of Public Property,Public Property,20
159,8662667,650643,2017,Target Budget,Full Year,Public Property,2017-06-30,Department of Public Property,Public Property,20
145,8662667,650643,2017,Current Projection,Full Year,Public Property,2017-06-30,Department of Public Property,Public Property,20
55,2659040,174304,2014,Actual,Full Year,Records,2014-06-30,Department of Records,Records,31
56,2816572,152654,2015,Actual,Full Year,Records,2015-06-30,Department of Records,Records,31
57,2943408,230005,2016,Actual,Full Year,Records,2016-06-30,Department of Records,Records,31
63,3083221,115820,2017,Adopted Budget,Full Year,Records,2017-06-30,Department of Records,Records,31
63,3155677,155820,2017,Target Budget,Full Year,Records,2017-06-30,Department of Records,Records,31
60,3155677,110000,2017,Current Projection,Full Year,Records,2017-06-30,Department of Records,Records,31
62,3183909,0,2014,Actual,Full Year,Register of Wills,2014-06-30,Register of Wills,,68
64,3538207,0,2015,Actual,Full Year,Register of Wills,2015-06-30,Register of Wills,,68
69,3550052,0,2016,Actual,Full Year,Register of Wills,2016-06-30,Register of Wills,,68
71,3563499,0,2017,Adopted Budget,Full Year,Register of Wills,2017-06-30,Register of Wills,,68
72,3665826,0,2017,Target Budget,Full Year,Register of Wills,2017-06-30,Register of Wills,,68
70,3665826,0,2017,Current Projection,Full Year,Register of Wills,2017-06-30,Register of Wills,,68
290,15368046,525217,2014,Actual,Full Year,Revenue,2014-06-30,Department of Revenue,Revenue,36
319,17661208,614697,2015,Actual,Full Year,Revenue,2015-06-30,Department of Revenue,Revenue,36
378,18570671,748665,2016,Actual,Full Year,Revenue,2016-06-30,Department of Revenue,Revenue,36
438,21657214,681325,2017,Adopted Budget,Full Year,Revenue,2017-06-30,Department of Revenue,Revenue,36
428,20835848,681325,2017,Target Budget,Full Year,Revenue,2017-06-30,Department of Revenue,Revenue,36
397,20835848,600000,2017,Current Projection,Full Year,Revenue,2017-06-30,Department of Revenue,Revenue,36
277,17091441,3235305,2014,Actual,Full Year,Sheriff,2014-06-30,Office of the Sheriff,Sheriff,70
299,20317966,4744360,2015,Actual,Full Year,Sheriff,2015-06-30,Office of the Sheriff,Sheriff,70
330,22280203,5677451,2016,Actual,Full Year,Sheriff,2016-06-30,Office of the Sheriff,Sheriff,70
380,19008101,2276185,2017,Adopted Budget,Full Year,Sheriff,2017-06-30,Office of the Sheriff,Sheriff,70
360,23527316,5276185,2017,Target Budget,Full Year,Sheriff,2017-06-30,Office of the Sheriff,Sheriff,70
367,23527316,5750000,2017,Current Projection,Full Year,Sheriff,2017-06-30,Office of the Sheriff,Sheriff,70
1684,70707563,13176799,2014,Actual,Full Year,Streets,2014-06-30,Streets Department,Streets,12
1664,80482323,15326601,2015,Actual,Full Year,Streets,2015-06-30,Streets Department,Streets,12
1676,76874569,14565821,2016,Actual,Full Year,Streets,2016-06-30,Streets Department,Streets,12
1801,72707604,7816801,2017,Adopted Budget,Full Year,Streets,2017-06-30,Streets Department,Streets,12
1761,75383679,13816801,2017,Target Budget,Full Year,Streets,2017-06-30,Streets Department,Streets,12
1679,75383679,13950000,2017,Current Projection,Full Year,Streets,2017-06-30,Streets Department,Streets,12
2,72688,0,2014,Actual,Full Year,Youth Commission,2014-06-30,Youth Commission,,47
2,67175,0,2015,Actual,Full Year,Youth Commission,2015-06-30,Youth Commission,,47
1,92488,0,2016,Actual,Full Year,Youth Commission,2016-06-30,Youth Commission,,47
0,0,0,2017,Adopted Budget,Full Year,Youth Commission,2017-06-30,Youth Commission,,47
0,0,0,2017,Target Budget,Full Year,Youth Commission,2017-06-30,Youth Commission,,47
0,0,0,2017,Current Projection,Full Year,Youth Commission,2017-06-30,Youth Commission,,47
