full_time_positions,class_100_total,class_100_ot,fiscal_year,variable,time_period,dept_name_raw,as_of_date,dept_name,abbreviation,dept_code
23,1550431,6000,2020,Target Budget,Full Year,Office of Behavioral Health and Intellectual disAbility,2019-12-31,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
23,1770431,6000,2020,Current Projection,Full Year,Office of Behavioral Health and Intellectual disAbility,2019-12-31,Behavioral Health and Intellectual Disability Services,DBH/IDS,15
55,3830324,6608,2017,Actual,Full Year,Office of the Chief Administrative Officer,2017-06-30,Office of the Chief Administrative Officer,CAO,65
58,4045694,54046,2018,Actual,Full Year,Office of the Chief Administrative Officer,2018-06-30,Office of the Chief Administrative Officer,CAO,65
56,3831785,21904,2019,Actual,Full Year,Office of the Chief Administrative Officer,2019-06-30,Office of the Chief Administrative Officer,CAO,65
66,2128951,20399,2020,Target Budget,YTD,Office of the Chief Administrative Officer,2019-12-31,Office of the Chief Administrative Officer,CAO,65
66,2128951,833,2020,Actual,YTD,Office of the Chief Administrative Officer,2019-12-31,Office of the Chief Administrative Officer,CAO,65
74,4784551,40798,2020,Adopted Budget,Full Year,Office of the Chief Administrative Officer,2019-12-31,Office of the Chief Administrative Officer,CAO,65
74,4856330,40798,2020,Target Budget,Full Year,Office of the Chief Administrative Officer,2019-12-31,Office of the Chief Administrative Officer,CAO,65
74,4856330,20798,2020,Current Projection,Full Year,Office of the Chief Administrative Officer,2019-12-31,Office of the Chief Administrative Officer,CAO,65
32,1933963,0,2017,Actual,Full Year,Office of Education,2017-06-30,Office of Children and Families,OCF,66
33,2215607,0,2018,Actual,Full Year,Office of Education,2018-06-30,Office of Children and Families,OCF,66
32,2318022,0,2019,Actual,Full Year,Office of Education,2019-06-30,Office of Children and Families,OCF,66
34,1106193,0,2020,Target Budget,YTD,Office of Education,2019-12-31,Office of Children and Families,OCF,66
34,1106193,0,2020,Actual,YTD,Office of Education,2019-12-31,Office of Children and Families,OCF,66
47,3292180,0,2020,Adopted Budget,Full Year,Office of Education,2019-12-31,Office of Children and Families,OCF,66
47,3292180,0,2020,Target Budget,Full Year,Office of Education,2019-12-31,Office of Children and Families,OCF,66
47,3292180,0,2020,Current Projection,Full Year,Office of Education,2019-12-31,Office of Children and Families,OCF,66
146,8491983,201512,2017,Actual,Full Year,Office of Homeless Services,2017-06-30,Office of Homeless Services,OHS,24
150,8685048,145390,2018,Actual,Full Year,Office of Homeless Services,2018-06-30,Office of Homeless Services,OHS,24
151,9056465,201728,2019,Actual,Full Year,Office of Homeless Services,2019-06-30,Office of Homeless Services,OHS,24
150,4278843,114367,2020,Target Budget,YTD,Office of Homeless Services,2019-12-31,Office of Homeless Services,OHS,24
150,4278843,144397,2020,Actual,YTD,Office of Homeless Services,2019-12-31,Office of Homeless Services,OHS,24
160,9545748,228734,2020,Adopted Budget,Full Year,Office of Homeless Services,2019-12-31,Office of Homeless Services,OHS,24
160,9565192,228734,2020,Target Budget,Full Year,Office of Homeless Services,2019-12-31,Office of Homeless Services,OHS,24
160,9565192,228734,2020,Current Projection,Full Year,Office of Homeless Services,2019-12-31,Office of Homeless Services,OHS,24
85,5327367,48476,2017,Actual,Full Year,Office of Human Resources,2017-06-30,Office of Human Resources,OHR,56
78,4766878,44902,2018,Actual,Full Year,Office of Human Resources,2018-06-30,Office of Human Resources,OHR,56
77,4913051,45485,2019,Actual,Full Year,Office of Human Resources,2019-06-30,Office of Human Resources,OHR,56
78,2335222,22500,2020,Target Budget,YTD,Office of Human Resources,2019-12-31,Office of Human Resources,OHR,56
78,2335222,45117,2020,Actual,YTD,Office of Human Resources,2019-12-31,Office of Human Resources,OHR,56
88,5555785,45000,2020,Adopted Budget,Full Year,Office of Human Resources,2019-12-31,Office of Human Resources,OHR,56
88,5577022,45000,2020,Target Budget,Full Year,Office of Human Resources,2019-12-31,Office of Human Resources,OHR,56
88,5577022,85000,2020,Current Projection,Full Year,Office of Human Resources,2019-12-31,Office of Human Resources,OHR,56
274,19875293,664825,2017,Actual,Full Year,Office of Innovation and Technology,2017-06-30,Office of Innovation and Technology,OIT,04
284,20852810,561859,2018,Actual,Full Year,Office of Innovation and Technology,2018-06-30,Office of Innovation and Technology,OIT,04
277,20875286,489644,2019,Actual,Full Year,Office of Innovation and Technology,2019-06-30,Office of Innovation and Technology,OIT,04
290,10736670,318193,2020,Target Budget,YTD,Office of Innovation and Technology,2019-12-31,Office of Innovation and Technology,OIT,04
290,10736670,299653,2020,Actual,YTD,Office of Innovation and Technology,2019-12-31,Office of Innovation and Technology,OIT,04
316,23878695,636386,2020,Adopted Budget,Full Year,Office of Innovation and Technology,2019-12-31,Office of Innovation and Technology,OIT,04
316,24237914,636386,2020,Target Budget,Full Year,Office of Innovation and Technology,2019-12-31,Office of Innovation and Technology,OIT,04
316,24237914,596386,2020,Current Projection,Full Year,Office of Innovation and Technology,2019-12-31,Office of Innovation and Technology,OIT,04
18,1355599,0,2017,Actual,Full Year,Office of the Inspector General,2017-06-30,Office of the Inspector General,OIG,48
19,1409169,0,2018,Actual,Full Year,Office of the Inspector General,2018-06-30,Office of the Inspector General,OIG,48
18,1415627,0,2019,Actual,Full Year,Office of the Inspector General,2019-06-30,Office of the Inspector General,OIG,48
19,637540,0,2020,Target Budget,YTD,Office of the Inspector General,2019-12-31,Office of the Inspector General,OIG,48
19,637540,0,2020,Actual,YTD,Office of the Inspector General,2019-12-31,Office of the Inspector General,OIG,48
21,1577241,0,2020,Adopted Budget,Full Year,Office of the Inspector General,2019-12-31,Office of the Inspector General,OIG,48
21,1639223,0,2020,Target Budget,Full Year,Office of the Inspector General,2019-12-31,Office of the Inspector General,OIG,48
21,1639223,0,2020,Current Projection,Full Year,Office of the Inspector General,2019-12-31,Office of the Inspector General,OIG,48
4,450687,0,2017,Actual,Full Year,Office of Planning and Development,2017-06-30,Mayor's Office of Planning and Development,,62
0,0,0,2018,Actual,Full Year,Office of Planning and Development,2018-06-30,Mayor's Office of Planning and Development,,62
0,0,0,2019,Actual,Full Year,Office of Planning and Development,2019-06-30,Mayor's Office of Planning and Development,,62
0,0,0,2020,Target Budget,YTD,Office of Planning and Development,2019-12-31,Mayor's Office of Planning and Development,,62
0,0,0,2020,Actual,YTD,Office of Planning and Development,2019-12-31,Mayor's Office of Planning and Development,,62
0,0,0,2020,Adopted Budget,Full Year,Office of Planning and Development,2019-12-31,Mayor's Office of Planning and Development,,62
0,0,0,2020,Target Budget,Full Year,Office of Planning and Development,2019-12-31,Mayor's Office of Planning and Development,,62
0,0,0,2020,Current Projection,Full Year,Office of Planning and Development,2019-12-31,Mayor's Office of Planning and Development,,62
199,11324075,59841,2017,Actual,Full Year,Office of Property Assessment,2017-06-30,Office of Property Assessment,OPA,59
193,11852174,29688,2018,Actual,Full Year,Office of Property Assessment,2018-06-30,Office of Property Assessment,OPA,59
196,12500926,94062,2019,Actual,Full Year,Office of Property Assessment,2019-06-30,Office of Property Assessment,OPA,59
192,5878995,40000,2020,Target Budget,YTD,Office of Property Assessment,2019-12-31,Office of Property Assessment,OPA,59
192,5878995,51158,2020,Actual,YTD,Office of Property Assessment,2019-12-31,Office of Property Assessment,OPA,59
251,14127682,20000,2020,Adopted Budget,Full Year,Office of Property Assessment,2019-12-31,Office of Property Assessment,OPA,59
251,14127682,80000,2020,Target Budget,Full Year,Office of Property Assessment,2019-12-31,Office of Property Assessment,OPA,59
251,14127682,100000,2020,Current Projection,Full Year,Office of Property Assessment,2019-12-31,Office of Property Assessment,OPA,59
7,513653,0,2017,Actual,Full Year,Office of Sustainability,2017-06-30,Office of Sustainability,Sustainability,49
9,498576,495,2018,Actual,Full Year,Office of Sustainability,2018-06-30,Office of Sustainability,Sustainability,49
9,548133,139,2019,Actual,Full Year,Office of Sustainability,2019-06-30,Office of Sustainability,Sustainability,49
8,329728,100,2020,Target Budget,YTD,Office of Sustainability,2019-12-31,Office of Sustainability,Sustainability,49
8,329728,79,2020,Actual,YTD,Office of Sustainability,2019-12-31,Office of Sustainability,Sustainability,49
9,551910,0,2020,Adopted Budget,Full Year,Office of Sustainability,2019-12-31,Office of Sustainability,Sustainability,49
9,556456,200,2020,Target Budget,Full Year,Office of Sustainability,2019-12-31,Office of Sustainability,Sustainability,49
9,556456,200,2020,Current Projection,Full Year,Office of Sustainability,2019-12-31,Office of Sustainability,Sustainability,49
607,43978477,3525788,2017,Actual,Full Year,Parks and Recreation,2017-06-30,Department of Parks and Recreation,Parks & Recreation,16
629,47030321,3720838,2018,Actual,Full Year,Parks and Recreation,2018-06-30,Department of Parks and Recreation,Parks & Recreation,16
647,48579951,3538131,2019,Actual,Full Year,Parks and Recreation,2019-06-30,Department of Parks and Recreation,Parks & Recreation,16
661,25341001,1738636,2020,Target Budget,YTD,Parks and Recreation,2019-12-31,Department of Parks and Recreation,Parks & Recreation,16
661,25341001,2228170,2020,Actual,YTD,Parks and Recreation,2019-12-31,Department of Parks and Recreation,Parks & Recreation,16
759,52490935,3477271,2020,Adopted Budget,Full Year,Parks and Recreation,2019-12-31,Department of Parks and Recreation,Parks & Recreation,16
759,52490935,3477271,2020,Target Budget,Full Year,Parks and Recreation,2019-12-31,Department of Parks and Recreation,Parks & Recreation,16
759,52490935,3627271,2020,Current Projection,Full Year,Parks and Recreation,2019-12-31,Department of Parks and Recreation,Parks & Recreation,16
0,0,0,2017,Actual,Full Year,Planning and Development,2017-06-30,Department of Planning and Development,Planning & Development,72
49,3894669,15829,2018,Actual,Full Year,Planning and Development,2018-06-30,Department of Planning and Development,Planning & Development,72
56,4695950,14817,2019,Actual,Full Year,Planning and Development,2019-06-30,Department of Planning and Development,Planning & Development,72
59,2137341,5000,2020,Target Budget,YTD,Planning and Development,2019-12-31,Department of Planning and Development,Planning & Development,72
59,2137341,7758,2020,Actual,YTD,Planning and Development,2019-12-31,Department of Planning and Development,Planning & Development,72
62,5167172,0,2020,Adopted Budget,Full Year,Planning and Development,2019-12-31,Department of Planning and Development,Planning & Development,72
62,5173902,10000,2020,Target Budget,Full Year,Planning and Development,2019-12-31,Department of Planning and Development,Planning & Development,72
62,5173902,15000,2020,Current Projection,Full Year,Planning and Development,2019-12-31,Department of Planning and Development,Planning & Development,72
6986,631459043,66360482,2017,Actual,Full Year,Police,2017-06-30,Police Department,Police,11
7172,670260752,68238536,2018,Actual,Full Year,Police,2018-06-30,Police Department,Police,11
7241,685445815,61647723,2019,Actual,Full Year,Police,2019-06-30,Police Department,Police,11
7281,329932369,35080250,2020,Target Budget,YTD,Police,2019-12-31,Police Department,Police,11
7281,329932369,45743674,2020,Actual,YTD,Police,2019-12-31,Police Department,Police,11
7443,718359324,67660500,2020,Adopted Budget,Full Year,Police,2019-12-31,Police Department,Police,11
7443,718359324,70160500,2020,Target Budget,Full Year,Police,2019-12-31,Police Department,Police,11
7443,718359324,78660500,2020,Current Projection,Full Year,Police,2019-12-31,Police Department,Police,11
2277,148514858,31197142,2017,Actual,Full Year,Prisons,2017-06-30,Philadelphia Prison System,Prisons,23
2177,149461785,33450882,2018,Actual,Full Year,Prisons,2018-06-30,Philadelphia Prison System,Prisons,23
2130,138537912,24169020,2019,Actual,Full Year,Prisons,2019-06-30,Philadelphia Prison System,Prisons,23
2095,65405723,13566064,2020,Target Budget,YTD,Prisons,2019-12-31,Philadelphia Prison System,Prisons,23
2095,65405723,14027032,2020,Actual,YTD,Prisons,2019-12-31,Philadelphia Prison System,Prisons,23
2160,139765668,27132127,2020,Adopted Budget,Full Year,Prisons,2019-12-31,Philadelphia Prison System,Prisons,23
2160,139765668,27132127,2020,Target Budget,Full Year,Prisons,2019-12-31,Philadelphia Prison System,Prisons,23
2160,139765668,27132127,2020,Current Projection,Full Year,Prisons,2019-12-31,Philadelphia Prison System,Prisons,23
44,2420035,28835,2017,Actual,Full Year,Procurement,2017-06-30,Procurement Department,Procurement,38
46,2450043,8930,2018,Actual,Full Year,Procurement,2018-06-30,Procurement Department,Procurement,38
41,2402513,5647,2019,Actual,Full Year,Procurement,2019-06-30,Procurement Department,Procurement,38
42,1130437,10500,2020,Target Budget,YTD,Procurement,2019-12-31,Procurement Department,Procurement,38
42,1130437,2320,2020,Actual,YTD,Procurement,2019-12-31,Procurement Department,Procurement,38
50,2709242,21000,2020,Adopted Budget,Full Year,Procurement,2019-12-31,Procurement Department,Procurement,38
50,2738906,21000,2020,Target Budget,Full Year,Procurement,2019-12-31,Procurement Department,Procurement,38
50,2738906,11000,2020,Current Projection,Full Year,Procurement,2019-12-31,Procurement Department,Procurement,38
687,51023872,2266394,2017,Actual,Full Year,Public Health,2017-06-30,Department of Public Health,Public Health,14
711,54999157,2300499,2018,Actual,Full Year,Public Health,2018-06-30,Department of Public Health,Public Health,14
752,57173653,2346586,2019,Actual,Full Year,Public Health,2019-06-30,Department of Public Health,Public Health,14
749,27386327,935850,2020,Target Budget,YTD,Public Health,2019-12-31,Department of Public Health,Public Health,14
749,27386327,1294182,2020,Actual,YTD,Public Health,2019-12-31,Department of Public Health,Public Health,14
839,58328165,1871700,2020,Adopted Budget,Full Year,Public Health,2019-12-31,Department of Public Health,Public Health,14
839,58328165,1871700,2020,Target Budget,Full Year,Public Health,2019-12-31,Department of Public Health,Public Health,14
839,58328165,2471700,2020,Current Projection,Full Year,Public Health,2019-12-31,Department of Public Health,Public Health,14
146,8654937,636933,2017,Actual,Full Year,Public Property,2017-06-30,Department of Public Property,Public Property,20
135,8797024,855977,2018,Actual,Full Year,Public Property,2018-06-30,Department of Public Property,Public Property,20
135,8875590,839027,2019,Actual,Full Year,Public Property,2019-06-30,Department of Public Property,Public Property,20
132,3995024,421574,2020,Target Budget,YTD,Public Property,2019-12-31,Department of Public Property,Public Property,20
132,3995024,461867,2020,Actual,YTD,Public Property,2019-12-31,Department of Public Property,Public Property,20
149,9395654,843148,2020,Adopted Budget,Full Year,Public Property,2019-12-31,Department of Public Property,Public Property,20
149,9406621,843148,2020,Target Budget,Full Year,Public Property,2019-12-31,Department of Public Property,Public Property,20
149,11946347,843148,2020,Current Projection,Full Year,Public Property,2019-12-31,Department of Public Property,Public Property,20
57,2822489,106687,2017,Actual,Full Year,Records,2017-06-30,Department of Records,Records,31
57,3004442,80622,2018,Actual,Full Year,Records,2018-06-30,Department of Records,Records,31
55,2983490,63145,2019,Actual,Full Year,Records,2019-06-30,Department of Records,Records,31
55,1361556,18254,2020,Target Budget,YTD,Records,2019-12-31,Department of Records,Records,31
55,1361556,34434,2020,Actual,YTD,Records,2019-12-31,Department of Records,Records,31
59,3226285,36508,2020,Adopted Budget,Full Year,Records,2019-12-31,Department of Records,Records,31
59,3258159,36508,2020,Target Budget,Full Year,Records,2019-12-31,Department of Records,Records,31
59,3258159,66508,2020,Current Projection,Full Year,Records,2019-12-31,Department of Records,Records,31
72,3842824,0,2017,Actual,Full Year,Register of Wills,2017-06-30,Register of Wills,,68
71,4021761,0,2018,Actual,Full Year,Register of Wills,2018-06-30,Register of Wills,,68
70,4262942,1488,2019,Actual,Full Year,Register of Wills,2019-06-30,Register of Wills,,68
70,2093787,500,2020,Target Budget,YTD,Register of Wills,2019-12-31,Register of Wills,,68
71,2093787,1196,2020,Actual,YTD,Register of Wills,2019-12-31,Register of Wills,,68
70,4286409,0,2020,Adopted Budget,Full Year,Register of Wills,2019-12-31,Register of Wills,,68
70,4286409,1000,2020,Target Budget,Full Year,Register of Wills,2019-12-31,Register of Wills,,68
70,4286409,3000,2020,Current Projection,Full Year,Register of Wills,2019-12-31,Register of Wills,,68
402,20417912,597862,2017,Actual,Full Year,Revenue,2017-06-30,Department of Revenue,Revenue,36
414,21536327,414990,2018,Actual,Full Year,Revenue,2018-06-30,Department of Revenue,Revenue,36
405,22700386,367414,2019,Actual,Full Year,Revenue,2019-06-30,Department of Revenue,Revenue,36
406,10578915,239000,2020,Target Budget,YTD,Revenue,2019-12-31,Department of Revenue,Revenue,36
406,10578915,159477,2020,Actual,YTD,Revenue,2019-12-31,Department of Revenue,Revenue,36
458,23934508,478000,2020,Adopted Budget,Full Year,Revenue,2019-12-31,Department of Revenue,Revenue,36
458,23978133,478000,2020,Target Budget,Full Year,Revenue,2019-12-31,Department of Revenue,Revenue,36
458,23978133,478000,2020,Current Projection,Full Year,Revenue,2019-12-31,Department of Revenue,Revenue,36
348,25144829,5748984,2017,Actual,Full Year,Sheriff,2017-06-30,Office of the Sheriff,Sheriff,70
364,27179518,5934927,2018,Actual,Full Year,Sheriff,2018-06-30,Office of the Sheriff,Sheriff,70
355,27638571,6163832,2019,Actual,Full Year,Sheriff,2019-06-30,Office of the Sheriff,Sheriff,70
360,13081730,2412464,2020,Target Budget,YTD,Sheriff,2019-12-31,Office of the Sheriff,Sheriff,70
360,13081730,2773453,2020,Actual,YTD,Sheriff,2019-12-31,Office of the Sheriff,Sheriff,70
428,25443537,4824927,2020,Adopted Budget,Full Year,Sheriff,2019-12-31,Office of the Sheriff,Sheriff,70
428,25443537,4824927,2020,Target Budget,Full Year,Sheriff,2019-12-31,Office of the Sheriff,Sheriff,70
428,25443537,5324927,2020,Current Projection,Full Year,Sheriff,2019-12-31,Office of the Sheriff,Sheriff,70
1702,76897341,13942643,2017,Actual,Full Year,Streets,2017-06-30,Streets Department,Streets,12
1738,79636511,16200539,2018,Actual,Full Year,Streets,2018-06-30,Streets Department,Streets,12
1736,83603511,15557607,2019,Actual,Full Year,Streets,2019-06-30,Streets Department,Streets,12
1859,39764060,6178021,2020,Target Budget,YTD,Streets,2019-12-31,Streets Department,Streets,12
1859,39764060,7731591,2020,Actual,YTD,Streets,2019-12-31,Streets Department,Streets,12
1982,90464913,11356042,2020,Adopted Budget,Full Year,Streets,2019-12-31,Streets Department,Streets,12
1982,90879112,11356042,2020,Target Budget,Full Year,Streets,2019-12-31,Streets Department,Streets,12
1982,90879112,12856042,2020,Current Projection,Full Year,Streets,2019-12-31,Streets Department,Streets,12
